text,score
"לא שמעת לאנשים, הבאת אותנו ב-08:30 על מנת להצביע. 
",5
"לא, נקראתם על מנת לערוך דיון. 
",3
"אל תחלקי עלי, זו דעתי. עשית זאת על מנת לעשות מחטף בהצבעה. אנשי הקואליציה לא הגיעו אז אין הצבעה. זה קורה כבר בפעם השנייה או השלישית לגבי אותו הסעיף. 
",6
"נושא אחר: אתמול הערת לי ועניתי לך, לא שמת לב, הבוקר חזרת על אותה הטעות. חבר כנסת יכול להגיע לוועדה מתי שהוא רוצה.
",4
"נכון.
",1
"זה מבזה אותך ואותו כשאת אומרת לו: ""איחרת"". 
",6
"אבל אם הוא מגיע מאוחר אז שלא ישאל באמצע - - -
",3
"למה את מפריעה לו. 
",5
"- - -
",
"אל תפריעו לי, גם את אל תפריעי לי. תקבלי או לא תקבלי - - -
",6
"למה אתה צועק, חבר הכנסת אשר, למה אתה צועק, מה זה הסגנון הזה? 
",5
"למה את מפריע לו לדבר?
",5
"תנמיכו את הקול שלכם.
",5
"את לא מפסיקה ללחוש. 
",5
"את לא מפסיקה לדבר תוך כדי שחברי כנסת מדברים. תני כבוד לחברי כנסת שמדברים.
",6
"תקבלי או לא תקבלי – אני אומר את דעתי. 
",5
"אל תחנכי אותי, אל תגידי לי איך לדבר.
",7
"- - - 
",
"דבר נוסף: אני מקווה, אדם מן השורה, כשיש מצב משברי הוא שואל למה זה קרה.",3
 ועדה מסדרת היא ועדה זמנית שאמורה לקבוע את סדרי המינהל בתקופת ביניים בכנסת. ,2
"עוד שבוע יש ועדות קבועות. תהיה גם ועדת כנסת שהאופי שלה הוא שונה, ואז לא היינו נתקלים במצב שעובד ציבור נחשף פה למצבים לא נעימים.
",3
יש כאן סריה של חוקים ואני חושב שהיה נכון לחכות עוד שבוע. ,3
"- - - -
",
"מיכל, אם היו מתנהגים אלייך ככה היית צורחת, איך היית צורחת. 
",6
"גבירתי, אל תפריעי לי.
",5
"הוא מדבר והיא בטלפון. 
",5
"אבל יעקב מפריע לך, לא היא. 
",5
"היא מקבלת הודעות - - -
",
"אל תפריעו לחבר הכנסת מרגי.
",4
משפט סיכום: אל תתפלאו כשהטונים יהיו גבוהים.,5
אני לא מתרגש מהטפת מוסר או רגישות מוסרית. ,5
שנה שלמה ראיתי איך הערכים התחבאו בבויידם כשהיה מדובר בקבוצות אחרות.,5
"איני מתרגש מהערות על סגנון, זו ועדה מסדרת שבה משתלחים – בכבוד כמובן – אחד בשני על דרך הניהול של קואליציה מול אופוזיציה.",3
"אני לא אתרגש משום הטפת מוסר. כמו שמנהלת הדיון לא מכבד חבר כנסת כך הוא יכול לא לכבד אותה. 
",6
"תודה לחבר הכנסת יעקב מרגי, חבר הכנסת דוד ביטן, בבקשה. 
",2
"מרגי, ""להשתלח בכבוד"" זה אוקסימורון. 
",3
"""אוקסימורון"" זה מושג של דינה זילבר, את לא יכולה להשתמש בזה.
",3
"חבר הכנסת ביטן, בבקשה. 
",1
"אני ממשיך את מה - - -
",
"חכה, היא בטלפון. 
",5
"בבקשה, כן. 
",1
"אני מציעה שאף אחד לא ידבר עד שהיא מפסיקה עם הטלפון. 
",5
"זה חייב להיות נוהל – כשאת בטלפון עוצרים את הדיון. 
",3
"אף אחד לא יחנך אותי, מיקי. 
",6
"- - -
",
"אף אחד לא יחנך אותך אבל כנראה - - -
",
"- - -
",
"- - -
",
"חבר הכנסת רוטמן, אתה מפריע לחבר שלך. 
",5
"- - - שמישהו ירים קול חוץ מעופר כסיף. 
",
"בבקשה, חבר הכנסת דוד ביטן. תירגעו, לא - - -
",
"אני ממשיך את מה שמרגי אמר. בדרך כלל הנושא הזה של פטור מחובת הנחה דרך ועדת כנסת זה נעשה במקרים מאוד חריגים. תמיד ממתינים 45 ימים, אני לא מדבר על בקשות הממשלה שמביאים ביום שני על מנת להעלות אותם ביום שני. 
",4
"מה שנעשה פה, אפשר להמתין עם זה, למה צריכים לדון בכל כך הרבה סעיפים של פטור מחובת הנחה על הצעות פרטיות כשבעצם הם צריכים להמתין 45 ימים.",4
"בזמן שמעכבים חקיקה פרטית. 
",4
"הרוב זה חגיגה פרטית. אנחנו, מה שהיה נהוג בכנסת, ואני מקווה שאת זה לא תשנו, זה שיושב-ראש ועדת הכנסת נותן פטור מחובת הנחה אחד לאופוזיציה ופטור אחד לקואליציה. אין צורך בזה וכל סדר היום הזה הוא מיותר. אני מציע שהיועצת המשפטית תתייחס לנושא הזה.
",5
"אין מדובר בהצעות חוק פרטיות, דוד ביטן.
",5
"הרוב, הרוב. 
",
"ממש לא, הן כולן - - - 
",5
"הממשלה לא ראויה לסעד מהכנסת כשהיא לא נותנת לה לחוקק. 
",5
"כשאמרנו שלא יעלו הצעות חוק פרטיות – התכוונו לקואליציה ולאופוזיציה. אין אחד ואחד. 
",4
"גם לעניים וגם לעשירים - - -
",3
"למה שאוותר על זכותי, תוותרי על זכותך את. 
",5
"זה שוויון.
",1
"- - - הצעות חוק ממשלתיות. 
",2
"זכות חוקתית לחוקק אתם מונעים. 
",4
"הכול זה הצעות חוק ממשלתיות.
",3
"אם מדובר רק הצעות חוק ממשלתיות אז זה עוד יותר גרוע, מכיוון שאין שום היגיון שכל כך הרבה הצעות חוק, בדרך כלל נהוג שאחד או שניים.
",3
"לכל החוקים יש פקיעת תוקף ב-6 ביולי. 
",3
"לא נכון, למה אתה אומרת משהו שהוא לא נכון לפרוטוקול? 
",4
"שני סגנים לראש הממשלה החליפי המיותר, זה פג תוקף.
",4
"יש לי הפתעה בשבילך. 
",2
"למה את אומרת דברים לא נכונים לפרוטוקול? 
",5
"יש לי הפתעה בשבילך, יש לי הפתעה בשבילך. 
",2
"מילא לשקר לבוחרים, אבל למה לשקר לפרוטוקול?
",5
"אני רוצה לשמוע את חבר הכנסת ביטן. 
",2
"בהצעות חוק ממשלתיות כל הסיפור זה עניין של יום אחד.
",3
"נכון.
",1
"אז יכולת - - -
",
"- - -
",
"- - - 
",
"רגע, רגע, תני לי רגע. 
",3
"- - - המקצועי - - -
",
"די, אתה מפריע לי כל הזמן, בחייאת דינק, אתה יושב לי על האוזן. בחייך, מספיק כבר. גם הצעות חוק ממשלתיות יש דיון ביום שלישי. יכולתם להעביר את כולן ליום שלישי בלי פטור מחובת הנחה.. 
",6
"נכון, יש לנו עוד, ביום שלישי יש לנו עוד. 
",3
"כל הדיון הזה היה מיותר. אני מבקש שתגידי לה את זה, ארבל. 
",5
"יומיים, רביעי. 
",3
"יומיים, אז ביום רביעי. 
",3
"יש לנו גם לשם, אל תדאג. 
",3
"לא יכול להיות דבר כזה שאת תקראי לנו ב-08:30, אנחנו לא עובדים אצל הממשלה היום. את יודעת, עבדנו אצל הממשלה בקדנציה הקודמת.
",6
"עקרון הפרדת הרשויות. 
",3
"אף אחד לא חייב לעבוד בכלל, מי שלא רוצה לא חייב להיות כאן, הכול בסדר.
",6
"היי, היי, היי, עידית.
",4
"את משדרת ניתוק.
",6
"מה נסגר איתך. 
",6
"מה זה: ""אתה לא עובד אצל הממשלה""? 
",5
"את משדרת ניתוק ממה שאומרים לך. 
",6
"מה זה: ""אף אחד לא חייב להיות כאן""? את באלפים? 
",5
"אין מה לעשות, מה זה: ""אתה לא עובד אצל הממשלה""? יש פה נושאים לדיון על סדר היום והזמנו את נציגי המשרדים כדי - - -
",5
"- - - 
",
"האנשים הוזמנו כדי לנדון בנושאים שעל סדר היום.
",4
"ולא מתייחסים אליהם. 
",5
"מי שמרגיש שזה כבד עליו אז לא חייב, הוא יכול להגיע מאוחר יותר, התחלנו דיון מוקדם. 
",4
"(המשתתפים קוראים קריאות ביניים, יש קושי לתמלל אותן במדויק).
",
"אני מציע לך. 
",3
"""אנחנו לא חייבים להיות פה"" - - -
",6
"חבר הכנסת דוד ביטן, עבר לך הזמן. 
",3
"היא רגילה - - -
",
"אני מציע לך, את כל הזמן נכנסת לדברים של מי שמדבר, כל הזמן. אני אומר מה שאני אומר, אם את רוצה לענות לי אז תעני לי אחר כך. את לא יכולה כל פעם להיכנס לדברים של חברי הכנסת. את בעצם לא נותנת להם לדבר, את לא נותנת להם לדבר. 
",6
"נכון.
",1
"דבר שני, אנחנו מגיעים ב-08:30 ורק שני נציגי הממשלה נמצאים. איזה מן דבר זה? ככה אתם עובדי ממשלה, כשאתם לא מגיעים לדיון. 
",5
"תודה לחבר הכנסת ביטן. 
",1
"גם הדרג המקצועי, אמרו לי לא להגיד פקידים. גם הדרג המקצועי - - -
",4
"פקידים זה מזלזל, בנות זה מזלזל, - - - זה מזלזל - - -
",5
"- - - ונאלצנו לסדר - - -
",
"ונאלצנו לעבור - - -
",
"אני פה - - -
",
"איזה מן דבר זה?
",5
"- - -
",
"אני פה בזמן. 
",2
"את הצדיקה היחידה בעניין הזה. 
",2
"חבר הכנסת סעדי, בבקשה. 
",1
"חוה, את תמיד הגעת בזמן, גם בקדנציות - - -
",2
"גם כשהייתה ממשלה נורמלית היית מגיעה מוקדם.
",3
"גבירתי היושבת-ראש, חבריי חברי הכנסת, גם אני מצטרף לביקורת על התרגיל המסריח עוד פעם. 
",5
"תקשיבי.
",4
"אתמול נעשה תרגיל כזה והיום - - -
",5
"אל תדבר עד שהיא תקשיב. 
",4
"אולי תשתכנעי. 
",3
"אוסאמה סעדי, בבקשה. 
",1
"אתמול היה תרגיל מסריח כזה והיום עוד פעם. אתם אמרתם שאתם - - -
",6
"גם אני חוטף נאצות. 
",5
"שאני אגיד מה אני חטפתי? 
",4
"מרגי, אתה מפריע לי. 
",5
"מישהו הדליק אותי פה. 
",5
"יש אחד שחוטף ואחד שפחות? שיכול לספוג?
",5
"נדב ארגמן התעורר רק בצד אחד, הוא ישן רק על צד שמאל. 
",5
"למה צעקות שם, למה צעקות?
",5
"לא רק הוא חוטף, גם אני חטפתי. 
",5
"אבל אוסמה סעדי מדבר. 
",4
"אפרת, אפרת - - -
",
"אף אחד לא מתרגש. 
",3
"מה קרה?
",4
"הנה, אני מגינה עלייך. 
",2
"אפרת, אפרת. 
",
"חבר הכנסת אוסאמה סעדי מדבר. 
",2
"(המשתתפים קוראים קריאות ביניים, יש קושי לתמלל אותן במדויק).
",
"- - - קיבל איומים ואמרו לו להתקשר 100 בטלפון . 
",5
"אני מתנצלת, יש לנו הרבה נושאים על סדר היום, אין לי זמן לגנון הזה. 
",5
"רצו לתקוף אותי, הוא היה אתמול במיון. 
",5
"אתם לא תפריעו לחברים שלכם. 
",5
"אף אחד לא מדבר על זה. 
",3
"כולם רוצים לדבר. חלאס, כן. 
",6
"דוד, הבורקס הזה לא נגמר? 
",3
"אתם אמרתם, ראש הממשלה אמר - - -
",5
"מי שלא חוטף לא קיים, אתם לא יודעים? 
",4
"די - - - 
",5
"ראש הממשלה אמר שלא יהיו טריקים ולא שטיקים.
",3
"אה, אוסאמה, אני נותן לך לדבר.
",3
"תודה, תודה ביטן שאתה נותן לי לדבר.
",3
"מאה אחוז. 
",1
"אתם מתנהגים עם טריקים ועם שטיקים. 
",5
"תסתכל עליה. המצלמה חושבת - - -
",5
"- - -
",
"למה אתם מפריעים? מספיק, זה לא נורמלי מה שהולך פה.
",
"אנחנו עוזרים לו למקד את המבט.
",
"אל תעזרו לו, הוא מסתכל עלינו.
",
"אוסאמה סעדי הוא חבר כנסת ותיק והוא יודע לאן לדבר. 
",
"הדברים מופנים כלפי היושבת-ראש.
",
"תודה רבה. 
",
"- - -
",
"די. 
",
"לנוכלים למעלה. 
",
"לא יעלה על הדעת שאין לכם רוב לחוק הגזעני ביותר שמונע איחוד משפחות ואתם בכוח מנסים לעקם ומנסים בכל דרך שהיא לא דרך לנסות לחטוף הצבעה. זה לא ילך כי אין רוב. כשאתם מזמינים ל-08:30 ואתם לא מגיעים לשעה זו, ואז אתם מיד עוברים לסעיף 8 לסדר היום. 
",
