text,score
"לא שמעת לאנשים, הבאת אותנו ב-08:30 על מנת להצביע. 
",1
"לא, נקראתם על מנת לערוך דיון. 
",0
"אל תחלקי עלי, זו דעתי. עשית זאת על מנת לעשות מחטף בהצבעה. אנשי הקואליציה לא הגיעו אז אין הצבעה. זה קורה כבר בפעם השנייה או השלישית לגבי אותו הסעיף. 
",1
"נושא אחר: אתמול הערת לי ועניתי לך, לא שמת לב, הבוקר חזרת על אותה הטעות. חבר כנסת יכול להגיע לוועדה מתי שהוא רוצה.
",0
"נכון.
",0
"זה מבזה אותך ואותו כשאת אומרת לו: ""איחרת"". 
",1
"אבל אם הוא מגיע מאוחר אז שלא ישאל באמצע - - -
",0
"למה את מפריעה לו. 
",1
"- - -
",
"אל תפריעו לי, גם את אל תפריעי לי. תקבלי או לא תקבלי - - -
",1
"למה אתה צועק, חבר הכנסת אשר, למה אתה צועק, מה זה הסגנון הזה? 
",1
"למה את מפריע לו לדבר?
",1
"תנמיכו את הקול שלכם.
",1
"את לא מפסיקה ללחוש. 
",1
"את לא מפסיקה לדבר תוך כדי שחברי כנסת מדברים. תני כבוד לחברי כנסת שמדברים.
",1
"תקבלי או לא תקבלי – אני אומר את דעתי. 
",1
"אל תחנכי אותי, אל תגידי לי איך לדבר.
",1
"- - - 
",
"דבר נוסף: אני מקווה, אדם מן השורה, כשיש מצב משברי הוא שואל למה זה קרה.",0
 ועדה מסדרת היא ועדה זמנית שאמורה לקבוע את סדרי המינהל בתקופת ביניים בכנסת. ,0
"עוד שבוע יש ועדות קבועות. תהיה גם ועדת כנסת שהאופי שלה הוא שונה, ואז לא היינו נתקלים במצב שעובד ציבור נחשף פה למצבים לא נעימים.
",0
יש כאן סריה של חוקים ואני חושב שהיה נכון לחכות עוד שבוע. ,0
"- - - -
",
"מיכל, אם היו מתנהגים אלייך ככה היית צורחת, איך היית צורחת. 
",1
"גבירתי, אל תפריעי לי.
",1
"הוא מדבר והיא בטלפון. 
",1
"אבל יעקב מפריע לך, לא היא. 
",1
"היא מקבלת הודעות - - -
",
"אל תפריעו לחבר הכנסת מרגי.
",0
משפט סיכום: אל תתפלאו כשהטונים יהיו גבוהים.,1
אני לא מתרגש מהטפת מוסר או רגישות מוסרית. ,1
שנה שלמה ראיתי איך הערכים התחבאו בבויידם כשהיה מדובר בקבוצות אחרות.,1
"איני מתרגש מהערות על סגנון, זו ועדה מסדרת שבה משתלחים – בכבוד כמובן – אחד בשני על דרך הניהול של קואליציה מול אופוזיציה.",0
"אני לא אתרגש משום הטפת מוסר. כמו שמנהלת הדיון לא מכבד חבר כנסת כך הוא יכול לא לכבד אותה. 
",1
"תודה לחבר הכנסת יעקב מרגי, חבר הכנסת דוד ביטן, בבקשה. 
",0
"מרגי, ""להשתלח בכבוד"" זה אוקסימורון. 
",0
"""אוקסימורון"" זה מושג של דינה זילבר, את לא יכולה להשתמש בזה.
",0
"חבר הכנסת ביטן, בבקשה. 
",0
"אני ממשיך את מה - - -
",
"חכה, היא בטלפון. 
",0
"בבקשה, כן. 
",0
"אני מציעה שאף אחד לא ידבר עד שהיא מפסיקה עם הטלפון. 
",1
"זה חייב להיות נוהל – כשאת בטלפון עוצרים את הדיון. 
",0
"אף אחד לא יחנך אותי, מיקי. 
",1
"- - -
",
"אף אחד לא יחנך אותך אבל כנראה - - -
",
"- - -
",
"- - -
",
"חבר הכנסת רוטמן, אתה מפריע לחבר שלך. 
",1
"- - - שמישהו ירים קול חוץ מעופר כסיף. 
",
"בבקשה, חבר הכנסת דוד ביטן. תירגעו, לא - - -
",
"אני ממשיך את מה שמרגי אמר. בדרך כלל הנושא הזה של פטור מחובת הנחה דרך ועדת כנסת זה נעשה במקרים מאוד חריגים. תמיד ממתינים 45 ימים, אני לא מדבר על בקשות הממשלה שמביאים ביום שני על מנת להעלות אותם ביום שני. 
",0
"מה שנעשה פה, אפשר להמתין עם זה, למה צריכים לדון בכל כך הרבה סעיפים של פטור מחובת הנחה על הצעות פרטיות כשבעצם הם צריכים להמתין 45 ימים.",0
"בזמן שמעכבים חקיקה פרטית. 
",0
"הרוב זה חגיגה פרטית. אנחנו, מה שהיה נהוג בכנסת, ואני מקווה שאת זה לא תשנו, זה שיושב-ראש ועדת הכנסת נותן פטור מחובת הנחה אחד לאופוזיציה ופטור אחד לקואליציה. אין צורך בזה וכל סדר היום הזה הוא מיותר. אני מציע שהיועצת המשפטית תתייחס לנושא הזה.
",1
"אין מדובר בהצעות חוק פרטיות, דוד ביטן.
",1
"הרוב, הרוב. 
",
"ממש לא, הן כולן - - - 
",1
"הממשלה לא ראויה לסעד מהכנסת כשהיא לא נותנת לה לחוקק. 
",1
"כשאמרנו שלא יעלו הצעות חוק פרטיות – התכוונו לקואליציה ולאופוזיציה. אין אחד ואחד. 
",0
"גם לעניים וגם לעשירים - - -
",0
"למה שאוותר על זכותי, תוותרי על זכותך את. 
",1
"זה שוויון.
",0
"- - - הצעות חוק ממשלתיות. 
",0
"זכות חוקתית לחוקק אתם מונעים. 
",0
"הכול זה הצעות חוק ממשלתיות.
",0
"אם מדובר רק הצעות חוק ממשלתיות אז זה עוד יותר גרוע, מכיוון שאין שום היגיון שכל כך הרבה הצעות חוק, בדרך כלל נהוג שאחד או שניים.
",0
"לכל החוקים יש פקיעת תוקף ב-6 ביולי. 
",0
"לא נכון, למה אתה אומרת משהו שהוא לא נכון לפרוטוקול? 
",0
"שני סגנים לראש הממשלה החליפי המיותר, זה פג תוקף.
",0
"יש לי הפתעה בשבילך. 
",0
"למה את אומרת דברים לא נכונים לפרוטוקול? 
",1
"יש לי הפתעה בשבילך, יש לי הפתעה בשבילך. 
",0
"מילא לשקר לבוחרים, אבל למה לשקר לפרוטוקול?
",1
"אני רוצה לשמוע את חבר הכנסת ביטן. 
",0
"בהצעות חוק ממשלתיות כל הסיפור זה עניין של יום אחד.
",0
"נכון.
",0
"אז יכולת - - -
",
"- - -
",
"- - - 
",
"רגע, רגע, תני לי רגע. 
",0
"- - - המקצועי - - -
",
"די, אתה מפריע לי כל הזמן, בחייאת דינק, אתה יושב לי על האוזן. בחייך, מספיק כבר. גם הצעות חוק ממשלתיות יש דיון ביום שלישי. יכולתם להעביר את כולן ליום שלישי בלי פטור מחובת הנחה.. 
",1
"נכון, יש לנו עוד, ביום שלישי יש לנו עוד. 
",0
"כל הדיון הזה היה מיותר. אני מבקש שתגידי לה את זה, ארבל. 
",1
"יומיים, רביעי. 
",0
"יומיים, אז ביום רביעי. 
",0
"יש לנו גם לשם, אל תדאג. 
",0
"לא יכול להיות דבר כזה שאת תקראי לנו ב-08:30, אנחנו לא עובדים אצל הממשלה היום. את יודעת, עבדנו אצל הממשלה בקדנציה הקודמת.
",1
"עקרון הפרדת הרשויות. 
",0
"אף אחד לא חייב לעבוד בכלל, מי שלא רוצה לא חייב להיות כאן, הכול בסדר.
",1
"היי, היי, היי, עידית.
",0
"את משדרת ניתוק.
",1
"מה נסגר איתך. 
",1
"מה זה: ""אתה לא עובד אצל הממשלה""? 
",1
"את משדרת ניתוק ממה שאומרים לך. 
",1
"מה זה: ""אף אחד לא חייב להיות כאן""? את באלפים? 
",1
"אין מה לעשות, מה זה: ""אתה לא עובד אצל הממשלה""? יש פה נושאים לדיון על סדר היום והזמנו את נציגי המשרדים כדי - - -
",1
"- - - 
",
"האנשים הוזמנו כדי לנדון בנושאים שעל סדר היום.
",0
"ולא מתייחסים אליהם. 
",1
"מי שמרגיש שזה כבד עליו אז לא חייב, הוא יכול להגיע מאוחר יותר, התחלנו דיון מוקדם. 
",0
"(המשתתפים קוראים קריאות ביניים, יש קושי לתמלל אותן במדויק).
",
"אני מציע לך. 
",0
"""אנחנו לא חייבים להיות פה"" - - -
",1
"חבר הכנסת דוד ביטן, עבר לך הזמן. 
",0
"היא רגילה - - -
",
"אני מציע לך, את כל הזמן נכנסת לדברים של מי שמדבר, כל הזמן. אני אומר מה שאני אומר, אם את רוצה לענות לי אז תעני לי אחר כך. את לא יכולה כל פעם להיכנס לדברים של חברי הכנסת. את בעצם לא נותנת להם לדבר, את לא נותנת להם לדבר. 
",1
"נכון.
",0
"דבר שני, אנחנו מגיעים ב-08:30 ורק שני נציגי הממשלה נמצאים. איזה מן דבר זה? ככה אתם עובדי ממשלה, כשאתם לא מגיעים לדיון. 
",1
"תודה לחבר הכנסת ביטן. 
",0
"גם הדרג המקצועי, אמרו לי לא להגיד פקידים. גם הדרג המקצועי - - -
",0
"פקידים זה מזלזל, בנות זה מזלזל, - - - זה מזלזל - - -
",1
"- - - ונאלצנו לסדר - - -
",
"ונאלצנו לעבור - - -
",
"אני פה - - -
",
"איזה מן דבר זה?
",1
"- - -
",
"אני פה בזמן. 
",0
"את הצדיקה היחידה בעניין הזה. 
",0
"חבר הכנסת סעדי, בבקשה. 
",0
"חוה, את תמיד הגעת בזמן, גם בקדנציות - - -
",0
"גם כשהייתה ממשלה נורמלית היית מגיעה מוקדם.
",0
"גבירתי היושבת-ראש, חבריי חברי הכנסת, גם אני מצטרף לביקורת על התרגיל המסריח עוד פעם. 
",1
"תקשיבי.
",0
"אתמול נעשה תרגיל כזה והיום - - -
",1
"אל תדבר עד שהיא תקשיב. 
",0
"אולי תשתכנעי. 
",0
"אוסאמה סעדי, בבקשה. 
",0
"אתמול היה תרגיל מסריח כזה והיום עוד פעם. אתם אמרתם שאתם - - -
",1
"גם אני חוטף נאצות. 
",1
"שאני אגיד מה אני חטפתי? 
",0
"מרגי, אתה מפריע לי. 
",1
"מישהו הדליק אותי פה. 
",1
"יש אחד שחוטף ואחד שפחות? שיכול לספוג?
",1
"נדב ארגמן התעורר רק בצד אחד, הוא ישן רק על צד שמאל. 
",1
"למה צעקות שם, למה צעקות?
",1
"לא רק הוא חוטף, גם אני חטפתי. 
",1
"אבל אוסמה סעדי מדבר. 
",0
"אפרת, אפרת - - -
",
"אף אחד לא מתרגש. 
",0
"מה קרה?
",0
"הנה, אני מגינה עלייך. 
",0
"אפרת, אפרת. 
",
"חבר הכנסת אוסאמה סעדי מדבר. 
",0
"(המשתתפים קוראים קריאות ביניים, יש קושי לתמלל אותן במדויק).
",
"- - - קיבל איומים ואמרו לו להתקשר 100 בטלפון . 
",1
"אני מתנצלת, יש לנו הרבה נושאים על סדר היום, אין לי זמן לגנון הזה. 
",1
"רצו לתקוף אותי, הוא היה אתמול במיון. 
",1
"אתם לא תפריעו לחברים שלכם. 
",1
"אף אחד לא מדבר על זה. 
",0
"כולם רוצים לדבר. חלאס, כן. 
",1
"דוד, הבורקס הזה לא נגמר? 
",0
"אתם אמרתם, ראש הממשלה אמר - - -
",1
"מי שלא חוטף לא קיים, אתם לא יודעים? 
",0
"די - - - 
",1
"ראש הממשלה אמר שלא יהיו טריקים ולא שטיקים.
",0
"אה, אוסאמה, אני נותן לך לדבר.
",0
"תודה, תודה ביטן שאתה נותן לי לדבר.
",0
"מאה אחוז. 
",0
"אתם מתנהגים עם טריקים ועם שטיקים. 
",1
"תסתכל עליה. המצלמה חושבת - - -
",1
"- - -
",
"למה אתם מפריעים? מספיק, זה לא נורמלי מה שהולך פה.
",1
"אנחנו עוזרים לו למקד את המבט.
",0
"אל תעזרו לו, הוא מסתכל עלינו.
",0
"אוסאמה סעדי הוא חבר כנסת ותיק והוא יודע לאן לדבר. 
",0
"הדברים מופנים כלפי היושבת-ראש.
",0
"תודה רבה. 
",0
"- - -
",
"די. 
",0
"לנוכלים למעלה. 
",1
לא יעלה על הדעת שאין לכם רוב לחוק הגזעני ביותר שמונע איחוד משפחות ואתם בכוח מנסים לעקם ומנסים בכל דרך שהיא לא דרך לנסות לחטוף הצבעה.,1
"זה לא ילך כי אין רוב. כשאתם מזמינים ל-08:30 ואתם לא מגיעים לשעה זו, ואז אתם מיד עוברים לסעיף 8 לסדר היום. 
",1
